811.0,38.2,71.4,3.4,0.53,21.0,0.91,3.6,M
816.0,45.7,69.1,3.2,0.66,21.5,0.91,4.1,M
841.0,35.8,67.8,3.8,0.52,17.8,0.89,4.3,M
959.0,39.4,69.2,2.7,0.57,25.6,0.92,3.8,M
984.0,40.6,66.6,2.6,0.61,25.6,0.92,3.7,M
1112.0,39.0,70.1,2.4,0.56,29.2,0.93,4.8,M
808.0,55.6,114.0,2.3,0.49,49.5,0.96,4.7,M
799.0,56.9,123.0,2.7,0.46,45.5,0.96,5.2,M
768.0,62.1,132.0,2.4,0.47,55.0,0.96,5.0,M
808.0,55.6,114.0,2.3,0.49,49.5,0.96,4.7,M
1048.0,41.6,67.6,2.7,0.61,25.0,0.92,3.7,M
1074.0,40.1,72.1,2.3,0.55,31.3,0.94,4.6,M
839.0,56.8,112.0,2.2,0.5,50.9,0.96,5.2,M
1010.0,63.6,50.0,4.0,1.27,12.5,0.85,5.3,M
290.0,53.0,147.2,7.18,0.36,20.5,0.91,5.0,M
692.4558823529412,16.4,157.34,10.55,0.1,14.91,0.87,4.26,M
692.4558823529412,16.4,155.63,10.42,0.11,14.94,0.87,4.2,M
660.0,50.28,94.7,5.26,0.53,18.01,0.89,2.96,M
630.0,44.8,94.7,5.26,0.47,18.01,0.89,2.96,M
630.0,48.0,94.7,5.26,0.51,18.01,0.89,2.96,M
630.0,53.4,94.7,5.26,0.56,18.01,0.89,2.96,M
630.0,54.9,94.7,5.26,0.58,18.01,0.89,2.96,M
692.4558823529412,50.9,160.0,7.5,0.32,21.3,0.91,5.3,M
275.0,48.0,120.0,1.5,0.4,80.0,0.98,5.8,M
275.0,49.5,110.0,1.5,0.45,73.33,0.97,5.7,M
275.0,63.0,115.0,1.5,0.55,76.67,0.97,5.7,M
369.0,17.39,102.3,1.3,0.17,78.69,0.97,6.58,M
369.0,17.02,85.09,1.3,0.2,65.45,0.97,6.14,M
373.0,16.7,83.5,1.3,0.2,64.23,0.97,6.53,M
373.0,17.35,86.77,1.3,0.2,66.75,0.97,3.22,M
374.0,16.87,80.33,1.3,0.21,61.79,0.97,6.92,M
374.0,17.08,94.9,1.3,0.18,73.0,0.97,6.91,M
548.8108108108108,11.0,115.0,5.0,0.1,23.0,0.92,5.7,N
548.8108108108108,18.8,178.0,5.7,0.11,31.23,0.94,7.4,N
548.8108108108108,34.0,150.0,5.4,0.23,27.78,0.93,7.8,N
1124.0,21.5,107.52,2.98,0.2,36.04,0.95,2.29,N
1140.0,18.32,96.41,2.01,0.19,47.93,0.96,1.87,N
174.0,15.97,114.07,11.96,0.14,9.54,0.81,2.4,N
275.0,19.14,106.31,11.96,0.18,8.89,0.8,2.07,N
187.0,12.96,117.81,11.96,0.11,9.85,0.82,2.49,N
215.0,29.09,138.5,11.96,0.21,11.58,0.84,2.77,N
1184.0,9.74,88.51,2.98,0.11,29.7,0.93,1.77,N
1373.0,11.75,83.96,2.98,0.14,28.17,0.93,2.15,N
548.8108108108108,7.28,52.0,3.7,0.14,14.05,0.87,1.3,N
548.8108108108108,9.57,99.7,4.8,0.1,20.77,0.91,3.8,N
750.0,2.6,20.0,3.0,0.13,6.67,0.74,1.39,N
700.0,3.8,20.0,3.0,0.19,6.67,0.74,1.39,N
600.0,4.6,20.0,3.0,0.23,6.67,0.74,1.39,N
510.0,15.2,53.8,5.56,0.28,9.68,0.81,1.92,N
510.0,32.3,67.4,6.7,0.48,10.1,0.82,1.1,N
375.0,18.8,171.5,6.3,0.11,27.22,0.93,7.0,N
250.0,38.2,53.0,3.9,0.72,13.59,0.86,1.6,N
100.0,11.3,90.0,4.8,0.13,18.75,0.9,3.6,N
425.0,11.0,105.0,4.9,0.1,21.43,0.91,4.7,N
548.8108108108108,13.9,124.0,4.22,0.11,29.4,0.93,2.04,N
428.0,18.7,81.2,10.6,0.23,7.66,0.77,1.5,N
510.0,23.6,82.8,11.2,0.29,7.39,0.76,1.5,N
460.0,28.6,123.6,11.5,0.23,10.75,0.83,2.5,N
580.0,72.0,120.5,14.9,0.6,8.09,0.78,2.5,N
460.0,29.8,132.2,7.8,0.23,16.95,0.89,4.6,N
530.0,44.6,130.5,11.09,0.34,11.77,0.84,4.6,N
240.0,29.04,124.15,5.0,0.23,24.83,0.92,4.39,N
437.0,40.87,139.0,6.0,0.29,23.17,0.92,0.81,N
220.0,22.93,88.25,3.6,0.26,24.51,0.92,0.81,N
805.0,77.69,74.04,8.96,1.05,8.26,0.78,1.33,N
362.0,25.7,59.7,1.3,0.43,45.9,0.96,1.7,N
729.0,27.8,90.0,2.1,0.31,42.8,0.95,1.8,N
380.0,12.0,30.0,5.58,0.4,5.38,0.69,5.1,N
660.0,50.28,59.0,5.23,0.85,11.28,0.84,0.88,N
630.0,44.8,59.0,5.23,0.76,11.28,0.84,0.88,N
630.0,48.0,59.0,5.23,0.81,11.28,0.84,0.88,N
630.0,53.4,59.0,5.23,0.91,11.28,0.84,0.88,N
630.0,54.9,59.0,5.23,0.93,11.28,0.84,0.88,N
463.0,12.0,85.0,3.6,0.14,23.61,0.92,1.5,N
630.0,20.0,112.0,4.7,0.18,23.83,0.92,2.5,N
770.7142857142857,108.4,140.0,8.0,0.77,17.5,0.89,5.0,H
770.7142857142857,60.7,111.5,7.86,0.54,14.19,0.87,6.16,H
203.0,91.23,157.63,11.96,0.58,13.18,0.86,6.27,H
983.0,110.3,167.19,12.67,0.66,13.2,0.86,6.83,H
970.0,16.43,157.95,11.06,0.1,14.28,0.87,4.99,H
970.0,30.56,160.83,11.06,0.19,14.54,0.87,3.63,H
600.0,81.4,110.0,4.5,0.74,24.4,0.92,6.31,H
600.0,30.0,30.0,2.67,1.0,11.2,0.84,2.03,H
510.0,88.9,142.0,13.2,0.63,10.7,0.83,3.62,H
225.0,30.1,88.7,3.7,0.34,23.97,0.92,6.6,H
330.0,62.4,235.0,9.5,0.27,24.74,0.92,9.0,H
223.0,43.4,136.5,7.2,0.32,18.96,0.9,5.6,H
560.0,55.9,126.8,6.56,0.44,19.33,0.9,8.1,H
670.0,109.9,128.5,9.63,0.86,13.34,0.86,8.1,H
600.0,68.0,106.8,6.1,0.64,17.51,0.89,7.2,H
682.0,50.6,104.97,6.18,0.48,16.99,0.89,10.9,H
490.0,120.8,151.6,10.1,0.8,15.01,0.88,20.0,H
590.0,119.32,138.6,7.74,0.86,17.91,0.89,30.0,H
595.0,95.67,127.37,10.51,0.75,12.12,0.85,30.0,H
784.0,114.44,174.71,14.42,0.66,12.12,0.85,10.0,H
858.0,127.6,145.42,13.7,0.88,10.61,0.83,10.0,H
951.0,126.41,158.03,14.32,0.8,11.04,0.83,10.0,H
1170.0,108.53,113.37,10.43,0.96,10.87,0.83,10.0,H
840.0,77.0,86.3,15.6,0.89,5.53,0.69,6.3,H
840.0,77.0,61.1,5.3,1.26,11.53,0.84,7.2,H
840.0,77.0,99.2,7.3,0.78,13.59,0.86,8.31,H
840.0,77.0,91.3,14.5,0.84,6.3,0.73,21.0,H
900.0,225.5,86.3,15.6,2.61,5.53,0.69,6.3,H
900.0,225.5,61.1,5.3,3.69,11.53,0.84,7.2,H
900.0,225.5,99.2,7.3,2.27,13.59,0.86,8.31,H
900.0,225.5,91.3,14.5,2.47,6.3,0.73,21.0,H
960.0,274.3,86.3,15.6,3.18,5.53,0.69,6.3,H
960.0,274.3,61.1,5.3,4.49,11.53,0.84,7.2,H
960.0,274.3,99.2,7.3,2.77,13.59,0.86,8.31,H
960.0,274.3,91.3,14.5,3.0,6.3,0.73,21.0,H
1020.0,297.8,86.3,15.6,3.45,5.53,0.69,6.3,H
1020.0,297.8,61.1,5.3,4.87,11.53,0.84,7.2,H
1020.0,297.8,99.2,7.3,3.0,13.59,0.86,8.31,H
1020.0,297.8,91.3,14.5,3.26,6.3,0.73,21.0,H
843.0,80.04,171.3,22.6,0.47,7.58,0.77,7.27,H
722.0,72.56,304.2,20.9,0.24,14.56,0.87,10.57,H
981.0,57.2,80.6,2.5,0.71,32.2,0.94,5.5,H
980.0,58.2,83.6,2.6,0.69,32.1,0.94,5.9,H
400.0,18.64,70.0,4.85,0.27,14.43,0.87,7.27,H
548.8108108108108,11.0,115.0,5.0,0.1,23.0,0.92,5.7,N
548.8108108108108,18.8,178.0,5.7,0.11,31.23,0.94,7.4,N
548.8108108108108,34.0,150.0,5.4,0.23,27.78,0.93,7.8,N
1124.0,21.5,107.52,2.98,0.2,36.04,0.95,2.29,N
1140.0,18.32,96.41,2.01,0.19,47.93,0.96,1.87,N
174.0,15.97,114.07,11.96,0.14,9.54,0.81,2.4,N
275.0,19.14,106.31,11.96,0.18,8.89,0.8,2.07,N
187.0,12.96,117.81,11.96,0.11,9.85,0.82,2.49,N
215.0,29.09,138.5,11.96,0.21,11.58,0.84,2.77,N
1184.0,9.74,88.51,2.98,0.11,29.7,0.93,1.77,N
1373.0,11.75,83.96,2.98,0.14,28.17,0.93,2.15,N
548.8108108108108,7.28,52.0,3.7,0.14,14.05,0.87,1.3,N
548.8108108108108,9.57,99.7,4.8,0.1,20.77,0.91,3.8,N
750.0,2.6,20.0,3.0,0.13,6.67,0.74,1.39,N
700.0,3.8,20.0,3.0,0.19,6.67,0.74,1.39,N
600.0,4.6,20.0,3.0,0.23,6.67,0.74,1.39,N
510.0,15.2,53.8,5.56,0.28,9.68,0.81,1.92,N
510.0,32.3,67.4,6.7,0.48,10.1,0.82,1.1,N
375.0,18.8,171.5,6.3,0.11,27.22,0.93,7.0,N
250.0,38.2,53.0,3.9,0.72,13.59,0.86,1.6,N
100.0,11.3,90.0,4.8,0.13,18.75,0.9,3.6,N
425.0,11.0,105.0,4.9,0.1,21.43,0.91,4.7,N
548.8108108108108,13.9,124.0,4.22,0.11,29.4,0.93,2.04,N
428.0,18.7,81.2,10.6,0.23,7.66,0.77,1.5,N
510.0,23.6,82.8,11.2,0.29,7.39,0.76,1.5,N
460.0,28.6,123.6,11.5,0.23,10.75,0.83,2.5,N
580.0,72.0,120.5,14.9,0.6,8.09,0.78,2.5,N
460.0,29.8,132.2,7.8,0.23,16.95,0.89,4.6,N
530.0,44.6,130.5,11.09,0.34,11.77,0.84,4.6,N
240.0,29.04,124.15,5.0,0.23,24.83,0.92,4.39,N
437.0,40.87,139.0,6.0,0.29,23.17,0.92,0.81,N
220.0,22.93,88.25,3.6,0.26,24.51,0.92,0.81,N
805.0,77.69,74.04,8.96,1.05,8.26,0.78,1.33,N
362.0,25.7,59.7,1.3,0.43,45.9,0.96,1.7,N
729.0,27.8,90.0,2.1,0.31,42.8,0.95,1.8,N
380.0,12.0,30.0,5.58,0.4,5.38,0.69,5.1,N
660.0,50.28,59.0,5.23,0.85,11.28,0.84,0.88,N
630.0,44.8,59.0,5.23,0.76,11.28,0.84,0.88,N
630.0,48.0,59.0,5.23,0.81,11.28,0.84,0.88,N
630.0,53.4,59.0,5.23,0.91,11.28,0.84,0.88,N
630.0,54.9,59.0,5.23,0.93,11.28,0.84,0.88,N
463.0,12.0,85.0,3.6,0.14,23.61,0.92,1.5,N
630.0,20.0,112.0,4.7,0.18,23.83,0.92,2.5,N
770.7142857142857,108.4,140.0,8.0,0.77,17.5,0.89,5.0,H
770.7142857142857,60.7,111.5,7.86,0.54,14.19,0.87,6.16,H
203.0,91.23,157.63,11.96,0.58,13.18,0.86,6.27,H
983.0,110.3,167.19,12.67,0.66,13.2,0.86,6.83,H
970.0,16.43,157.95,11.06,0.1,14.28,0.87,4.99,H
970.0,30.56,160.83,11.06,0.19,14.54,0.87,3.63,H
600.0,81.4,110.0,4.5,0.74,24.4,0.92,6.31,H
600.0,30.0,30.0,2.67,1.0,11.2,0.84,2.03,H
510.0,88.9,142.0,13.2,0.63,10.7,0.83,3.62,H
225.0,30.1,88.7,3.7,0.34,23.97,0.92,6.6,H
330.0,62.4,235.0,9.5,0.27,24.74,0.92,9.0,H
223.0,43.4,136.5,7.2,0.32,18.96,0.9,5.6,H
560.0,55.9,126.8,6.56,0.44,19.33,0.9,8.1,H
670.0,109.9,128.5,9.63,0.86,13.34,0.86,8.1,H
600.0,68.0,106.8,6.1,0.64,17.51,0.89,7.2,H
682.0,50.6,104.97,6.18,0.48,16.99,0.89,10.9,H
490.0,120.8,151.6,10.1,0.8,15.01,0.88,20.0,H
590.0,119.32,138.6,7.74,0.86,17.91,0.89,30.0,H
595.0,95.67,127.37,10.51,0.75,12.12,0.85,30.0,H
784.0,114.44,174.71,14.42,0.66,12.12,0.85,10.0,H
858.0,127.6,145.42,13.7,0.88,10.61,0.83,10.0,H
951.0,126.41,158.03,14.32,0.8,11.04,0.83,10.0,H
1170.0,108.53,113.37,10.43,0.96,10.87,0.83,10.0,H
840.0,77.0,86.3,15.6,0.89,5.53,0.69,6.3,H
840.0,77.0,61.1,5.3,1.26,11.53,0.84,7.2,H
840.0,77.0,99.2,7.3,0.78,13.59,0.86,8.31,H
840.0,77.0,91.3,14.5,0.84,6.3,0.73,21.0,H
900.0,225.5,86.3,15.6,2.61,5.53,0.69,6.3,H
900.0,225.5,61.1,5.3,3.69,11.53,0.84,7.2,H
900.0,225.5,99.2,7.3,2.27,13.59,0.86,8.31,H
900.0,225.5,91.3,14.5,2.47,6.3,0.73,21.0,H
960.0,274.3,86.3,15.6,3.18,5.53,0.69,6.3,H
960.0,274.3,61.1,5.3,4.49,11.53,0.84,7.2,H
960.0,274.3,99.2,7.3,2.77,13.59,0.86,8.31,H
960.0,274.3,91.3,14.5,3.0,6.3,0.73,21.0,H
1020.0,297.8,86.3,15.6,3.45,5.53,0.69,6.3,H
1020.0,297.8,61.1,5.3,4.87,11.53,0.84,7.2,H
1020.0,297.8,99.2,7.3,3.0,13.59,0.86,8.31,H
1020.0,297.8,91.3,14.5,3.26,6.3,0.73,21.0,H
843.0,80.04,171.3,22.6,0.47,7.58,0.77,7.27,H
722.0,72.56,304.2,20.9,0.24,14.56,0.87,10.57,H
981.0,57.2,80.6,2.5,0.71,32.2,0.94,5.5,H
980.0,58.2,83.6,2.6,0.69,32.1,0.94,5.9,H
400.0,18.64,70.0,4.85,0.27,14.43,0.87,7.27,H
